timestamp	relative_time_s	power_total_W	max_num_seqs	num_gpus	folder_name
1763561256	16.06933856	4738.495	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561256	16.16939592	4752.42	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561256	16.26945519	4565.432	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.3695147	4642.248	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.46957254	4626.839	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.56962991	4581.49	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.66968727	4594.125	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.76974607	4581.193	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.86980438	4570.326	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	16.96986365	4555.777	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	17.06992269	4543.368	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	17.16998124	4392.026	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561257	17.2700398	4450.024	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.37009811	4276.482	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.47015643	4337.35	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.57021451	4337.398	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.67027164	4304.784	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.77032804	4403.602	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.87038565	4484.395	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	17.97044253	4508.92	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	18.0704999	4548.368	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	18.17055774	4646.35	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561258	18.27061486	4587.919	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.37067223	4582.973	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.47073102	4564.049	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.57078862	4636.129	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.67084622	4617.333	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.77090335	4577.315	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.87096119	4587.654	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	18.97101927	4586.686	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	19.07107687	4595.212	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	19.17113423	4471.842	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561259	19.27119255	4465.16	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.37125039	4426.475	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.47130823	4293.989	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.57136536	4353.286	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.67142272	4450.802	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.7714808	4373.051	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.87153935	4207.565	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
1763561260	19.97159743	4223.468	512	8	num_gpus+8+max_num_seqs+512+num_request_repeats+1+dataset_split+train+num_requests+1024+seed+48105
